Time,Round,Coverage
19:23:40,6652,181
19:28:50,6699,181
19:34:23,6733,181
19:39:29,6783,181
19:45:32,6805,181
19:50:45,6829,181
19:55:52,6878,182
20:00:57,6910,184
20:05:59,6917,184
20:11:05,6947,185
20:16:07,6977,186
20:21:43,7012,188
20:26:46,7056,189
20:32:33,7066,189
20:37:56,7091,190
20:43:09,7096,190
20:48:14,7121,192
20:53:28,7135,192
20:58:31,7172,194
21:03:35,7196,197
21:08:41,7238,197
21:14:17,7269,199
21:19:17,7293,199
21:24:24,7325,200
21:29:34,7352,200
21:34:36,7374,200
21:39:40,7396,200
21:44:45,7413,200
21:50:04,7428,200
21:55:44,7462,200
22:00:44,7507,200
22:05:47,7532,201
22:11:04,7539,201
22:16:20,7553,201
22:21:26,7590,201
22:26:28,7601,201
22:31:33,7631,201
22:38:43,7664,202
22:43:45,7696,203
22:48:52,7719,203
22:53:55,7755,203
22:58:56,7771,203
23:03:57,7816,204
23:09:02,7849,204
23:14:20,7863,204
23:19:24,7890,205
23:24:34,7904,206
23:30:49,7922,206
23:35:56,7952,206
23:41:09,7984,206
23:46:11,8009,206
23:51:16,8042,207
23:56:17,8067,207
24:02:04,8099,207
24:07:09,8122,208
24:13:34,8135,208
24:18:36,8157,209
24:24:11,8167,209
24:29:19,8197,211
24:34:22,8232,211
24:39:23,8265,211
24:44:24,8286,211
24:49:26,8337,211
24:55:07,8363,211
25:00:45,8366,211
25:05:47,8387,211
25:10:54,8425,211
25:16:08,8466,212
25:21:59,8476,213
25:27:06,8511,213
25:32:07,8553,213
25:38:04,8576,215
25:43:04,8610,216
25:49:55,8645,216
25:55:01,8676,216
26:00:04,8716,217
26:05:07,8744,217
26:10:13,8764,220
26:15:13,8793,223
26:20:16,8836,227
26:27:39,8866,227
26:32:42,8902,227
26:38:50,8917,227
26:44:19,8930,227
26:49:26,8972,230
26:54:27,9007,230
26:59:29,9044,230
27:04:30,9087,230
27:09:37,9098,231
27:15:50,9120,231
27:21:00,9143,231
27:26:04,9161,231
27:31:09,9177,231
27:36:24,9189,231
27:41:25,9231,231
27:46:26,9273,231
27:51:36,9288,232
27:56:37,9316,235
28:01:37,9367,235
28:06:39,9390,235
28:11:43,9426,235
28:16:52,9467,235
28:22:38,9488,236
28:27:44,9537,237
28:32:46,9544,237
28:37:47,9589,238
28:42:49,9636,238
28:47:49,9664,238
28:52:51,9674,239
28:58:01,9698,239
29:03:17,9725,239
29:08:27,9751,241
29:13:33,9777,242
29:18:42,9800,242
29:23:45,9834,242
29:30:24,9867,242
29:35:24,9907,242
29:40:42,9939,243
29:45:48,9977,243
29:51:40,9995,245
29:56:56,10015,245
30:01:59,10033,246
30:07:12,10062,247
30:12:24,10085,248
30:17:28,10120,248
30:22:40,10134,249
30:27:45,10167,249
30:32:46,10195,249
30:37:47,10220,249
30:42:49,10232,249
30:47:53,10274,250
30:53:41,10293,250
30:58:57,10317,250
31:03:57,10367,250
31:09:00,10399,251
31:14:09,10427,252
31:19:16,10452,254
31:24:24,10482,256
31:29:27,10520,256
31:35:36,10549,257
31:40:46,10571,258
31:45:49,10611,258
31:50:57,10645,261
31:55:58,10680,261
32:01:04,10706,262
32:06:13,10740,264
32:11:14,10756,266
32:16:19,10782,269
32:21:33,10806,270
32:26:43,10835,271
32:31:45,10852,272
32:36:53,10880,272
32:41:54,10913,272
32:47:47,10949,273
32:54:12,10969,274
33:00:13,10986,275
33:05:26,11010,275
33:10:31,11028,275
33:15:36,11062,275
33:21:22,11089,275
33:27:33,11115,275
33:32:36,11146,275
33:37:38,11195,275
33:42:39,11218,276
33:48:22,11246,276
33:53:23,11281,276
33:58:28,11295,276
34:03:37,11308,276
34:08:39,11325,276
34:13:48,11338,276
34:19:47,11364,276
34:24:51,11397,276
34:30:00,11426,276
34:35:06,11447,276
34:40:13,11475,276
34:45:15,11505,277
34:50:44,11535,277
34:56:04,11549,278
35:01:05,11563,278
35:06:09,11605,278
35:11:11,11633,279
35:17:17,11659,281
35:22:25,11704,281
35:27:27,11726,281
35:32:35,11776,282
35:37:45,11812,283
35:45:00,11834,283
35:50:18,11869,285
35:55:33,11875,285
36:00:38,11901,286
36:05:51,11928,289
36:11:03,11947,292
36:16:05,11971,292
36:21:12,11988,293
36:26:16,12013,293
36:31:22,12038,294
36:36:28,12070,295
36:43:58,12087,295
36:48:59,12100,296
36:54:03,12131,297
37:00:12,12148,298
37:05:42,12168,298
37:10:50,12177,298
37:15:50,12204,298
37:20:55,12219,298
37:26:10,12243,298
37:32:20,12255,298
37:37:38,12273,298
37:42:41,12290,299
37:47:49,12323,299
37:53:05,12353,299
37:58:40,12370,299
38:03:51,12386,300
38:09:00,12417,300
38:14:07,12440,300
38:20:27,12460,300
38:25:44,12498,301
38:30:46,12557,301
38:35:46,12566,301
38:40:49,12593,301
38:45:52,12640,301
38:50:56,12673,301
38:56:01,12699,301
39:01:02,12737,301
39:06:05,12743,301
39:11:20,12768,303
39:16:21,12807,303
39:21:52,12824,305
39:26:54,12837,305
39:32:00,12865,306
39:37:08,12881,307
39:42:26,12897,307
39:47:34,12936,307
39:52:42,12962,307
39:57:43,12983,309
40:04:02,13015,310
40:09:04,13041,310
40:14:12,13054,310
40:19:19,13081,311
40:24:25,13124,311
40:29:28,13148,312
40:34:31,13164,314
40:39:40,13193,317
40:44:41,13223,317
40:50:00,13246,319
40:55:15,13278,321
41:01:37,13307,323
41:06:38,13331,324
41:11:55,13359,324
41:16:57,13382,325
41:22:01,13409,327
41:27:03,13452,329
41:33:23,13489,330
41:38:35,13514,330
41:43:43,13540,330
41:48:55,13565,330
41:53:58,13589,330
41:58:59,13622,330
42:04:01,13663,331
42:09:16,13671,331
42:14:17,13699,332
42:19:18,13724,332
42:24:22,13744,332
42:30:11,13771,332
42:35:30,13803,332
42:40:35,13824,332
42:46:59,13830,332
42:52:04,13844,332
42:57:10,13895,333
43:02:22,13911,333
43:08:16,13932,334
43:13:21,13953,334
43:18:34,13984,334
43:23:34,14007,334
43:28:40,14035,335
43:33:49,14075,335
43:38:51,14094,335
43:43:57,14102,335
43:48:57,14144,335
43:54:03,14178,335
43:59:07,14194,336
44:04:09,14224,336
44:11:05,14266,336
44:16:06,14276,336
44:21:08,14309,336
44:26:58,14332,338
44:32:00,14351,338
44:37:04,14389,338
44:42:09,14403,340
44:47:18,14443,342
44:52:18,14464,343
44:57:25,14483,343
45:02:33,14519,346
45:07:35,14547,347
45:12:50,14562,347
45:17:57,14589,348
45:24:26,14607,348
45:29:35,14620,349
45:35:47,14630,349
45:40:53,14645,349
45:45:55,14686,349
45:50:55,14711,349
45:56:00,14737,349
46:01:01,14753,349
46:06:04,14772,350
46:11:20,14784,350
46:16:24,14810,351
46:21:25,14835,351
46:26:33,14883,351
46:31:40,14906,351
46:36:43,14919,352
46:41:44,14948,352
46:46:45,14980,353
46:51:46,14990,353
46:56:55,15002,353
47:02:04,15031,353
47:07:17,15067,353
47:12:23,15078,353
47:17:24,15096,353
47:23:24,15102,353
47:28:26,15142,353
47:34:38,15183,353
47:39:41,15224,353
47:44:46,15231,353
47:49:46,15280,354
47:54:49,15316,354
47:59:52,15343,355
48:04:55,15379,355
